Datum,DAX
10.03.1999,4721
11.03.1999,4754
12.03.1999,5008
15.03.1999,5029
16.03.1999,5094
17.03.1999,5077
18.03.1999,5013
19.03.1999,5099
22.03.1999,5027
23.03.1999,4915
24.03.1999,4780
25.03.1999,4860
26.03.1999,4775
29.03.1999,4876
30.03.1999,4856
31.03.1999,4884
01.04.1999,4914
06.04.1999,4965
07.04.1999,5052
08.04.1999,5068
09.04.1999,5124
12.04.1999,5159
13.04.1999,5199
14.04.1999,5182
15.04.1999,5181
16.04.1999,5155
19.04.1999,5220
20.04.1999,5087
21.04.1999,5163
22.04.1999,5218
23.04.1999,5195
26.04.1999,5256
27.04.1999,5347
28.04.1999,5348
29.04.1999,5334
30.04.1999,5393
03.05.1999,5377
04.05.1999,5383
05.05.1999,5307
06.05.1999,5274
07.05.1999,5297
10.05.1999,5205
11.05.1999,5249
12.05.1999,5248
14.05.1999,5173
17.05.1999,5114
18.05.1999,5154
19.05.1999,5181
20.05.1999,5235
21.05.1999,5264
25.05.1999,5143
26.05.1999,5160
27.05.1999,5083
28.05.1999,5068
31.05.1999,5069
01.06.1999,5021
02.06.1999,4997
04.06.1999,5107
07.06.1999,5190
08.06.1999,5211
09.06.1999,5253
10.06.1999,5206
11.06.1999,5262
14.06.1999,5268
15.06.1999,5342
16.06.1999,5381
17.06.1999,5412
18.06.1999,5430
21.06.1999,5468
22.06.1999,5468
23.06.1999,5399
24.06.1999,5327
25.06.1999,5301
28.06.1999,5356
29.06.1999,5359
30.06.1999,5378
01.07.1999,5480
02.07.1999,5519
05.07.1999,5625
06.07.1999,5612
07.07.1999,5588
08.07.1999,5607
09.07.1999,5638
12.07.1999,5652
13.07.1999,5573
14.07.1999,5610
15.07.1999,5619
16.07.1999,5619
19.07.1999,5624
20.07.1999,5491
21.07.1999,5414
22.07.1999,5340
23.07.1999,5310
26.07.1999,5206
27.07.1999,5224
28.07.1999,5229
29.07.1999,5052
30.07.1999,5101
02.08.1999,5129
03.08.1999,5107
04.08.1999,5119
05.08.1999,4978
06.08.1999,5010
09.08.1999,5087
10.08.1999,5000
11.08.1999,5019
12.08.1999,5127
13.08.1999,5219
16.08.1999,5257
17.08.1999,5259
18.08.1999,5230
19.08.1999,5186
20.08.1999,5219
23.08.1999,5301
24.08.1999,5324
25.08.1999,5400
26.08.1999,5389
27.08.1999,5420
30.08.1999,5392
31.08.1999,5270
01.09.1999,5317
02.09.1999,5189
03.09.1999,5336
06.09.1999,5400
07.09.1999,5391
08.09.1999,5400
09.09.1999,5436
10.09.1999,5483
13.09.1999,5446
14.09.1999,5401
15.09.1999,5387
16.09.1999,5304
17.09.1999,5303
20.09.1999,5351
21.09.1999,5282
22.09.1999,5238
23.09.1999,5299
24.09.1999,5190
27.09.1999,5239
28.09.1999,5119
29.09.1999,5135
30.09.1999,5149
01.10.1999,5124
04.10.1999,5218
05.10.1999,5301
06.10.1999,5353
07.10.1999,5419
08.10.1999,5419
11.10.1999,5414
12.10.1999,5358
13.10.1999,5295
14.10.1999,5220
15.10.1999,5184
18.10.1999,5156
19.10.1999,5255
20.10.1999,5291
21.10.1999,5246
22.10.1999,5357
25.10.1999,5320
26.10.1999,5388
27.10.1999,5363
28.10.1999,5478
29.10.1999,5525
01.11.1999,5524
02.11.1999,5546
03.11.1999,5560
04.11.1999,5635
05.11.1999,5658
08.11.1999,5647
09.11.1999,5694
10.11.1999,5742
11.11.1999,5802
12.11.1999,5791
15.11.1999,5859
16.11.1999,5909
17.11.1999,5870
18.11.1999,5950
19.11.1999,5955
22.11.1999,5819
23.11.1999,5814
24.11.1999,5818
25.11.1999,5961
26.11.1999,5958
29.11.1999,5888
30.11.1999,5896
01.12.1999,5933
02.12.1999,5937
03.12.1999,6119
06.12.1999,6142
07.12.1999,6158
08.12.1999,6115
09.12.1999,6118
10.12.1999,6097
13.12.1999,6127
14.12.1999,6187
15.12.1999,6232
16.12.1999,6341
17.12.1999,6353
20.12.1999,6378
21.12.1999,6418
22.12.1999,6492
23.12.1999,6782
27.12.1999,6837
28.12.1999,6861
29.12.1999,6859
30.12.1999,6958
03.01.2000,6750
04.01.2000,6586
05.01.2000,6502
06.01.2000,6474
07.01.2000,6780
10.01.2000,6925
11.01.2000,6891
12.01.2000,6912
13.01.2000,6955
14.01.2000,7173
17.01.2000,7258
18.01.2000,7072
19.01.2000,7091
20.01.2000,7112
21.01.2000,6992
24.01.2000,6931
25.01.2000,6809
26.01.2000,6969
27.01.2000,7126
28.01.2000,7066
31.01.2000,6835
01.02.2000,7050
02.02.2000,7171
03.02.2000,7354
04.02.2000,7444
07.02.2000,7296
08.02.2000,7549
09.02.2000,7629
10.02.2000,7709
11.02.2000,7611
14.02.2000,7644
15.02.2000,7396
16.02.2000,7490
17.02.2000,7580
18.02.2000,7573
21.02.2000,7590
22.02.2000,7607
23.02.2000,7698
24.02.2000,7640
25.02.2000,7738
28.02.2000,7587
29.02.2000,7644
01.03.2000,7727
02.03.2000,7945
03.03.2000,7960
06.03.2000,7975
07.03.2000,8064
08.03.2000,7987
09.03.2000,7949
10.03.2000,7975
13.03.2000,7693
14.03.2000,7650
15.03.2000,7414
16.03.2000,7583
17.03.2000,7710
20.03.2000,7872
21.03.2000,7807
22.03.2000,7798
23.03.2000,7694
24.03.2000,7932
27.03.2000,7892
28.03.2000,7931
29.03.2000,7864
30.03.2000,7644
31.03.2000,7599
03.04.2000,7429
04.04.2000,7522
05.04.2000,7330
06.04.2000,7446
07.04.2000,7522
10.04.2000,7516
11.04.2000,7442
12.04.2000,7443
13.04.2000,7449
14.04.2000,7214
17.04.2000,7187
18.04.2000,7196
19.04.2000,7216
20.04.2000,7157
25.04.2000,7280
26.04.2000,7388
27.04.2000,7221
28.04.2000,7414
02.05.2000,7555
03.05.2000,7376
04.05.2000,7386
05.05.2000,7530
08.05.2000,7408
09.05.2000,7280
10.05.2000,7120
11.05.2000,7259
12.05.2000,7269
15.05.2000,7195
16.05.2000,7371
17.05.2000,7211
18.05.2000,7181
19.05.2000,6989
22.05.2000,6912
23.05.2000,6927
24.05.2000,6834
25.05.2000,6978
26.05.2000,6938
29.05.2000,7016
30.05.2000,7119
31.05.2000,7109
01.06.2000,7272
02.06.2000,7438
05.06.2000,7408
06.06.2000,7359
07.06.2000,7292
08.06.2000,7243
09.06.2000,7254
12.06.2000,7235
13.06.2000,7268
14.06.2000,7350
15.06.2000,7328
16.06.2000,7131
19.06.2000,7198
20.06.2000,7227
21.06.2000,7100
22.06.2000,7053
23.06.2000,6980
26.06.2000,7027
27.06.2000,7048
28.06.2000,7056
29.06.2000,6874
30.06.2000,6898
03.07.2000,6958
04.07.2000,6944
05.07.2000,6961
06.07.2000,6951
07.07.2000,7052
10.07.2000,7070
11.07.2000,7003
12.07.2000,7065
13.07.2000,7195
14.07.2000,7318
17.07.2000,7430
18.07.2000,7406
19.07.2000,7366
20.07.2000,7480
21.07.2000,7373
24.07.2000,7328
25.07.2000,7329
26.07.2000,7302
27.07.2000,7183
28.07.2000,7128
31.07.2000,7190
01.08.2000,7145
02.08.2000,7112
03.08.2000,7037
04.08.2000,7016
07.08.2000,7113
08.08.2000,7123
09.08.2000,7226
10.08.2000,7280
11.08.2000,7322
14.08.2000,7331
15.08.2000,7307
16.08.2000,7315
17.08.2000,7278
18.08.2000,7232
21.08.2000,7199
22.08.2000,7249
23.08.2000,7232
24.08.2000,7230
25.08.2000,7307
28.08.2000,7339
29.08.2000,7294
30.08.2000,7185
31.08.2000,7216
01.09.2000,7344
04.09.2000,7445
05.09.2000,7395
06.09.2000,7333
07.09.2000,7373
08.09.2000,7267
11.09.2000,7214
12.09.2000,7135
13.09.2000,7006
14.09.2000,7048
15.09.2000,6999
18.09.2000,6891
19.09.2000,6937
20.09.2000,6765
21.09.2000,6682
22.09.2000,6740
25.09.2000,6788
26.09.2000,6765
27.09.2000,6814
28.09.2000,6832
29.09.2000,6798
02.10.2000,6862
04.10.2000,6823
05.10.2000,6892
06.10.2000,6776
09.10.2000,6680
10.10.2000,6673
11.10.2000,6561
12.10.2000,6465
13.10.2000,6661
16.10.2000,6627
17.10.2000,6531
18.10.2000,6483
19.10.2000,6619
20.10.2000,6618
23.10.2000,6620
24.10.2000,6802
25.10.2000,6748
26.10.2000,6767
27.10.2000,6924
30.10.2000,6926
31.10.2000,7077
01.11.2000,7059
02.11.2000,7088
03.11.2000,7128
06.11.2000,7136
07.11.2000,7076
08.11.2000,7008
09.11.2000,6959
10.11.2000,6851
13.11.2000,6742
14.11.2000,6966
15.11.2000,6961
16.11.2000,6842
17.11.2000,6752
20.11.2000,6609
21.11.2000,6678
22.11.2000,6510
23.11.2000,6601
24.11.2000,6664
27.11.2000,6696
28.11.2000,6625
29.11.2000,6598
30.11.2000,6372
01.12.2000,6512
04.12.2000,6408
05.12.2000,6637
06.12.2000,6622
07.12.2000,6566
08.12.2000,6691
11.12.2000,6782
12.12.2000,6733
13.12.2000,6620
14.12.2000,6469
15.12.2000,6331
18.12.2000,6390
19.12.2000,6479
20.12.2000,6248
21.12.2000,6200
22.12.2000,6251
27.12.2000,6328
28.12.2000,6371
29.12.2000,6433
02.01.2001,6289
03.01.2001,6434
04.01.2001,6376
05.01.2001,6382
08.01.2001,6392
09.01.2001,6404
10.01.2001,6320
11.01.2001,6465
12.01.2001,6490
15.01.2001,6522
16.01.2001,6501
17.01.2001,6653
18.01.2001,6635
19.01.2001,6651
22.01.2001,6675
23.01.2001,6722
24.01.2001,6706
25.01.2001,6727
26.01.2001,6695
29.01.2001,6750
30.01.2001,6739
31.01.2001,6795
01.02.2001,6704
02.02.2001,6638
05.02.2001,6628
06.02.2001,6693
07.02.2001,6578
08.02.2001,6636
09.02.2001,6497
12.02.2001,6564
13.02.2001,6557
14.02.2001,6479
15.02.2001,6591
16.02.2001,6439
19.02.2001,6472
20.02.2001,6451
21.02.2001,6347
22.02.2001,6277
23.02.2001,6075
26.02.2001,6189
27.02.2001,6220
28.02.2001,6208
01.03.2001,6123
02.03.2001,6159
05.03.2001,6216
06.03.2001,6284
07.03.2001,6305
08.03.2001,6267
09.03.2001,6204
12.03.2001,6046
13.03.2001,5962
14.03.2001,5794
15.03.2001,5889
16.03.2001,5734
19.03.2001,5657
20.03.2001,5782
21.03.2001,5622
22.03.2001,5388
23.03.2001,5544
26.03.2001,5726
27.03.2001,5938
28.03.2001,5817
29.03.2001,5879
30.03.2001,5829
02.04.2001,5760
03.04.2001,5553
04.04.2001,5597
05.04.2001,5773
06.04.2001,5698
09.04.2001,5781
10.04.2001,5913
11.04.2001,5951
12.04.2001,6002
17.04.2001,5935
18.04.2001,6164
19.04.2001,6181
20.04.2001,6127
23.04.2001,6051
24.04.2001,6124
25.04.2001,6115
26.04.2001,6123
27.04.2001,6175
30.04.2001,6264
02.05.2001,6213
03.05.2001,6089
04.05.2001,6138
07.05.2001,6122
08.05.2001,6108
09.05.2001,6063
10.05.2001,6165
11.05.2001,6141
14.05.2001,6064
15.05.2001,6070
16.05.2001,6148
17.05.2001,6173
18.05.2001,6186
21.05.2001,6249
22.05.2001,6270
23.05.2001,6215
24.05.2001,6278
25.05.2001,6223
28.05.2001,6216
29.05.2001,6120
30.05.2001,6041
31.05.2001,6123
01.06.2001,6125
04.06.2001,6177
05.06.2001,6242
06.06.2001,6192
07.06.2001,6184
08.06.2001,6187
11.06.2001,6162
12.06.2001,6059
13.06.2001,6111
14.06.2001,6031
15.06.2001,5915
18.06.2001,5869
19.06.2001,5922
20.06.2001,5876
21.06.2001,5926
22.06.2001,5941
25.06.2001,5902
26.06.2001,5847
27.06.2001,5833
28.06.2001,5971
29.06.2001,6058
02.07.2001,6109
03.07.2001,6056
04.07.2001,6015
05.07.2001,5999
06.07.2001,5862
09.07.2001,5869
10.07.2001,5816
11.07.2001,5801
12.07.2001,5889
13.07.2001,5928
16.07.2001,5853
17.07.2001,5846
18.07.2001,5728
19.07.2001,5829
20.07.2001,5764
23.07.2001,5791
24.07.2001,5663
25.07.2001,5582
26.07.2001,5675
27.07.2001,5754
30.07.2001,5792
31.07.2001,5861
01.08.2001,5835
02.08.2001,5777
03.08.2001,5735
06.08.2001,5746
07.08.2001,5752
08.08.2001,5614
09.08.2001,5512
10.08.2001,5433
13.08.2001,5453
14.08.2001,5520
15.08.2001,5455
16.08.2001,5361
17.08.2001,5222
20.08.2001,5207
21.08.2001,5216
22.08.2001,5220
23.08.2001,5254
24.08.2001,5387
27.08.2001,5406
28.08.2001,5308
29.08.2001,5305
30.08.2001,5162
31.08.2001,5188
03.09.2001,5094
04.09.2001,5208
05.09.2001,5048
06.09.2001,4875
07.09.2001,4730
10.09.2001,4670
11.09.2001,4273
12.09.2001,4335
13.09.2001,4392
14.09.2001,4115
17.09.2001,4234
18.09.2001,4194
19.09.2001,4041
20.09.2001,3809
21.09.2001,3787
24.09.2001,4038
25.09.2001,4009
26.09.2001,4095
27.09.2001,4184
28.09.2001,4308
01.10.2001,4239
02.10.2001,4304
03.10.2001,4436
04.10.2001,4548
05.10.2001,4487
08.10.2001,4495
09.10.2001,4472
10.10.2001,4613
11.10.2001,4718
12.10.2001,4625
15.10.2001,4548
16.10.2001,4626
17.10.2001,4644
18.10.2001,4574
19.10.2001,4513
22.10.2001,4619
23.10.2001,4704
24.10.2001,4811
25.10.2001,4715
26.10.2001,4820
29.10.2001,4660
30.10.2001,4543
31.10.2001,4559
01.11.2001,4636
02.11.2001,4583
05.11.2001,4755
06.11.2001,4707
07.11.2001,4860
08.11.2001,4993
09.11.2001,4910
12.11.2001,4820
13.11.2001,4946
14.11.2001,4953
15.11.2001,5006
16.11.2001,5062
19.11.2001,5185
20.11.2001,5096
21.11.2001,5087
22.11.2001,5124
23.11.2001,5150
26.11.2001,5114
27.11.2001,5059
28.11.2001,4915
29.11.2001,4936
30.11.2001,4989
03.12.2001,4988
04.12.2001,5013
05.12.2001,5262
06.12.2001,5271
07.12.2001,5199
10.12.2001,5124
11.12.2001,5146
12.12.2001,5062
13.12.2001,4966
14.12.2001,4909
17.12.2001,5067
18.12.2001,5039
19.12.2001,4984
20.12.2001,4934
21.12.2001,5019
27.12.2001,5117
28.12.2001,5160
02.01.2002,5167
03.01.2002,5270
04.01.2002,5318
07.01.2002,5232
08.01.2002,5236
09.01.2002,5288
10.01.2002,5228
11.01.2002,5209
14.01.2002,5065
15.01.2002,5062
16.01.2002,4984
17.01.2002,5133
18.01.2002,5122
21.01.2002,5069
22.01.2002,5045
23.01.2002,5163
24.01.2002,5170
25.01.2002,5156
28.01.2002,5159
29.01.2002,5084
30.01.2002,5052
31.01.2002,5107
01.02.2002,5097
04.02.2002,4984
05.02.2002,4936
06.02.2002,4804
07.02.2002,4862
08.02.2002,4835
11.02.2002,4940
12.02.2002,4884
13.02.2002,4935
14.02.2002,4973
15.02.2002,4862
18.02.2002,4871
19.02.2002,4764
20.02.2002,4780
21.02.2002,4850
22.02.2002,4745
25.02.2002,4863
26.02.2002,4897
27.02.2002,4960
28.02.2002,5039
01.03.2002,5097
04.03.2002,5245
05.03.2002,5228
06.03.2002,5285
07.03.2002,5289
08.03.2002,5359
11.03.2002,5340
12.03.2002,5275
13.03.2002,5245
14.03.2002,5276
15.03.2002,5401
18.03.2002,5426
19.03.2002,5462
20.03.2002,5364
21.03.2002,5348
22.03.2002,5366
25.03.2002,5317
26.03.2002,5390
27.03.2002,5348
28.03.2002,5397
02.04.2002,5311
03.04.2002,5281
04.04.2002,5254
05.04.2002,5260
08.04.2002,5180
09.04.2002,5170
10.04.2002,5265
11.04.2002,5162
12.04.2002,5189
15.04.2002,5244
16.04.2002,5343
17.04.2002,5318
18.04.2002,5262
19.04.2002,5284
22.04.2002,5205
23.04.2002,5192
24.04.2002,5160
25.04.2002,5054
26.04.2002,5000
29.04.2002,5008
30.04.2002,5041
02.05.2002,4964
03.05.2002,4882
06.05.2002,4880
07.05.2002,4872
08.05.2002,5028
09.05.2002,4966
10.05.2002,4871
13.05.2002,4975
14.05.2002,5049
15.05.2002,5072
16.05.2002,5047
17.05.2002,5036
20.05.2002,4998
21.05.2002,4984
22.05.2002,4919
23.05.2002,4879
24.05.2002,4899
27.05.2002,4961
28.05.2002,4918
29.05.2002,4881
30.05.2002,4761
31.05.2002,4818
03.06.2002,4747
04.06.2002,4625
05.06.2002,4624
06.06.2002,4657
07.06.2002,4610
10.06.2002,4589
11.06.2002,4606
12.06.2002,4510
13.06.2002,4470
14.06.2002,4303
17.06.2002,4475
18.06.2002,4433
19.06.2002,4354
20.06.2002,4245
21.06.2002,4232
24.06.2002,4127
25.06.2002,4202
26.06.2002,4099
27.06.2002,4259
28.06.2002,4382
01.07.2002,4366
02.07.2002,4195
03.07.2002,4138
04.07.2002,4258
05.07.2002,4483
08.07.2002,4442
09.07.2002,4369
10.07.2002,4190
11.07.2002,4118
12.07.2002,4130
15.07.2002,3912
16.07.2002,3977
17.07.2002,4092
18.07.2002,4100
19.07.2002,3891
22.07.2002,3691
23.07.2002,3515
24.07.2002,3632
25.07.2002,3520
26.07.2002,3579
29.07.2002,3859
30.07.2002,3878
31.07.2002,3700
01.08.2002,3606
02.08.2002,3532
05.08.2002,3332
06.08.2002,3568
07.08.2002,3465
08.08.2002,3679
09.08.2002,3760
12.08.2002,3647
13.08.2002,3683
14.08.2002,3589
15.08.2002,3665
16.08.2002,3684
19.08.2002,3837
20.08.2002,3768
21.08.2002,3868
22.08.2002,3906
23.08.2002,3828
26.08.2002,3783
27.08.2002,3851
28.08.2002,3682
29.08.2002,3660
30.08.2002,3712
02.09.2002,3609
03.09.2002,3398
04.09.2002,3425
05.09.2002,3354
06.09.2002,3485
09.09.2002,3429
10.09.2002,3494
11.09.2002,3584
12.09.2002,3421
13.09.2002,3361
16.09.2002,3319
17.09.2002,3289
18.09.2002,3124
19.09.2002,3007
20.09.2002,3065
23.09.2002,2914
24.09.2002,2873
25.09.2002,2962
26.09.2002,3020
27.09.2002,2918
30.09.2002,2769
01.10.2002,2865
02.10.2002,2926
03.10.2002,2813
04.10.2002,2714
07.10.2002,2667
08.10.2002,2622
09.10.2002,2597
10.10.2002,2733
11.10.2002,2930
14.10.2002,2850
15.10.2002,3048
16.10.2002,3008
17.10.2002,3172
18.10.2002,3163
21.10.2002,3282
22.10.2002,3155
23.10.2002,3015
24.10.2002,3090
25.10.2002,3102
28.10.2002,3198
29.10.2002,3022
30.10.2002,3113
31.10.2002,3152
01.11.2002,3165
04.11.2002,3327
05.11.2002,3351
06.11.2002,3298
07.11.2002,3155
08.11.2002,3079
11.11.2002,3042
12.11.2002,3115
13.11.2002,3066
14.11.2002,3188
15.11.2002,3191
18.11.2002,3218
19.11.2002,3206
20.11.2002,3212
21.11.2002,3304
22.11.2002,3320
25.11.2002,3299
26.11.2002,3191
27.11.2002,3346
28.11.2002,3360
29.11.2002,3320
02.12.2002,3380
03.12.2002,3280
04.12.2002,3320
05.12.2002,3224
06.12.2002,3207
09.12.2002,3065
10.12.2002,3167
11.12.2002,3196
12.12.2002,3111
13.12.2002,3077
16.12.2002,3205
17.12.2002,3139
18.12.2002,3022
19.12.2002,2961
20.12.2002,3024
23.12.2002,3000
27.12.2002,2840
30.12.2002,2892
02.01.2003,3105
03.01.2003,3092
06.01.2003,3157
07.01.2003,3112
08.01.2003,2993
09.01.2003,3037
10.01.2003,3037
13.01.2003,3060
14.01.2003,3098
15.01.2003,3049
16.01.2003,3054
17.01.2003,2918
20.01.2003,2893
21.01.2003,2870
22.01.2003,2803
23.01.2003,2811
24.01.2003,2717
27.01.2003,2643
28.01.2003,2671
29.01.2003,2706
30.01.2003,2693
31.01.2003,2747
03.02.2003,2751
04.02.2003,2632
05.02.2003,2725
06.02.2003,2649
07.02.2003,2569
10.02.2003,2586
11.02.2003,2627
12.02.2003,2571
13.02.2003,2555
14.02.2003,2674
17.02.2003,2708
18.02.2003,2740
19.02.2003,2624
20.02.2003,2591
21.02.2003,2648
24.02.2003,2571
25.02.2003,2485
26.02.2003,2450
27.02.2003,2513
28.02.2003,2547
03.03.2003,2549
04.03.2003,2501
05.03.2003,2498
06.03.2003,2437
07.03.2003,2431
10.03.2003,2329
11.03.2003,2305
12.03.2003,2202
13.03.2003,2354
14.03.2003,2403
17.03.2003,2487
18.03.2003,2584
19.03.2003,2615
20.03.2003,2604
21.03.2003,2715
24.03.2003,2548
25.03.2003,2636
26.03.2003,2579
27.03.2003,2584
28.03.2003,2520
31.03.2003,2423
01.04.2003,2450
02.04.2003,2589
03.04.2003,2569
04.04.2003,2654
07.04.2003,2808
08.04.2003,2767
09.04.2003,2734
10.04.2003,2697
11.04.2003,2733
14.04.2003,2776
15.04.2003,2834
16.04.2003,2824
17.04.2003,2899
22.04.2003,2960
23.04.2003,2974
24.04.2003,2891
25.04.2003,2838
28.04.2003,2953
29.04.2003,2908
30.04.2003,2942
02.05.2003,2986
05.05.2003,3013
06.05.2003,3066
07.05.2003,3005
08.05.2003,2886
09.05.2003,2956
12.05.2003,2937
13.05.2003,2909
14.05.2003,2926
15.05.2003,2989
16.05.2003,2989
19.05.2003,2850
20.05.2003,2838
21.05.2003,2827
22.05.2003,2865
23.05.2003,2822
26.05.2003,2828
27.05.2003,2873
28.05.2003,2919
29.05.2003,2906
30.05.2003,2982
02.06.2003,3064
03.06.2003,3026
04.06.2003,3080
05.06.2003,3039
06.06.2003,3127
09.06.2003,3094
10.06.2003,3140
11.06.2003,3178
12.06.2003,3219
13.06.2003,3168
16.06.2003,3264
17.06.2003,3286
18.06.2003,3304
19.06.2003,3247
20.06.2003,3238
23.06.2003,3186
24.06.2003,3217
25.06.2003,3198
26.06.2003,3241
27.06.2003,3224
30.06.2003,3220
01.07.2003,3146
02.07.2003,3241
03.07.2003,3241
04.07.2003,3239
07.07.2003,3332
08.07.2003,3344
09.07.2003,3322
10.07.2003,3269
11.07.2003,3326
14.07.2003,3396
15.07.2003,3384
16.07.2003,3387
17.07.2003,3330
18.07.2003,3366
21.07.2003,3287
22.07.2003,3318
23.07.2003,3304
24.07.2003,3374
25.07.2003,3356
28.07.2003,3417
29.07.2003,3428
30.07.2003,3429
31.07.2003,3487
01.08.2003,3438
04.08.2003,3405
05.08.2003,3438
06.08.2003,3375
07.08.2003,3331
08.08.2003,3332
11.08.2003,3339
12.08.2003,3381
13.08.2003,3398
14.08.2003,3452
15.08.2003,3443
18.08.2003,3507
19.08.2003,3504
20.08.2003,3501
21.08.2003,3565
22.08.2003,3549
25.08.2003,3500
26.08.2003,3455
27.08.2003,3483
28.08.2003,3492
29.08.2003,3484
01.09.2003,3571
02.09.2003,3567
03.09.2003,3647
04.09.2003,3668
05.09.2003,3607
08.09.2003,3641
09.09.2003,3594
10.09.2003,3536
11.09.2003,3566
12.09.2003,3508
15.09.2003,3516
16.09.2003,3564
17.09.2003,3561
18.09.2003,3612
19.09.2003,3578
22.09.2003,3456
23.09.2003,3411
24.09.2003,3307
25.09.2003,3326
26.09.2003,3324
29.09.2003,3323
30.09.2003,3256
01.10.2003,3329
02.10.2003,3276
03.10.2003,3419
06.10.2003,3404
07.10.2003,3355
08.10.2003,3395
09.10.2003,3481
10.10.2003,3471
13.10.2003,3538
14.10.2003,3538
15.10.2003,3570
16.10.2003,3577
17.10.2003,3516
20.10.2003,3559
21.10.2003,3580
22.10.2003,3490
23.10.2003,3497
24.10.2003,3452
27.10.2003,3517
28.10.2003,3586
29.10.2003,3615
30.10.2003,3639
31.10.2003,3655
03.11.2003,3744
04.11.2003,3741
05.11.2003,3717
06.11.2003,3733
07.11.2003,3782
10.11.2003,3746
11.11.2003,3729
12.11.2003,3748
13.11.2003,3765
14.11.2003,3797
17.11.2003,3674
18.11.2003,3666
19.11.2003,3652
20.11.2003,3638
21.11.2003,3642
24.11.2003,3737
25.11.2003,3733
26.11.2003,3712
27.11.2003,3744
28.11.2003,3745
01.12.2003,3821
02.12.2003,3809
03.12.2003,3875
04.12.2003,3874
05.12.2003,3841
08.12.2003,3806
09.12.2003,3846
10.12.2003,3820
11.12.2003,3858
12.12.2003,3860
15.12.2003,3875
16.12.2003,3865
17.12.2003,3847
18.12.2003,3870
19.12.2003,3898
22.12.2003,3876
23.12.2003,3903
29.12.2003,3952
30.12.2003,3965
02.01.2004,4018
05.01.2004,4035
06.01.2004,4035
07.01.2004,4004
08.01.2004,4045
09.01.2004,4016
12.01.2004,3995
13.01.2004,3996
14.01.2004,4055
15.01.2004,4068
16.01.2004,4111
19.01.2004,4139
20.01.2004,4106
21.01.2004,4138
22.01.2004,4139
23.01.2004,4151
26.01.2004,4128
27.01.2004,4134
28.01.2004,4150
29.01.2004,4095
30.01.2004,4058
02.02.2004,4071
03.02.2004,4057
04.02.2004,4028
05.02.2004,4014
06.02.2004,4044
09.02.2004,4098
10.02.2004,4110
11.02.2004,4122
12.02.2004,4121
13.02.2004,4057
16.02.2004,4070
17.02.2004,4095
18.02.2004,4095
19.02.2004,4141
20.02.2004,4073
23.02.2004,4068
24.02.2004,3991
25.02.2004,3995
26.02.2004,4007
27.02.2004,4018
01.03.2004,4054
02.03.2004,4100
03.03.2004,4071
04.03.2004,4133
05.03.2004,4126
08.03.2004,4145
09.03.2004,4087
10.03.2004,4044
11.03.2004,3904
12.03.2004,3915
15.03.2004,3810
16.03.2004,3822
17.03.2004,3896
18.03.2004,3827
19.03.2004,3819
22.03.2004,3729
23.03.2004,3728
24.03.2004,3726
25.03.2004,3811
26.03.2004,3822
29.03.2004,3881
30.03.2004,3874
31.03.2004,3856
01.04.2004,3924
02.04.2004,4007
05.04.2004,4048
06.04.2004,4022
07.04.2004,4001
08.04.2004,4013
13.04.2004,4071
14.04.2004,4012
15.04.2004,4004
16.04.2004,4033
19.04.2004,4025
20.04.2004,4061
21.04.2004,4026
22.04.2004,4059
23.04.2004,4103
26.04.2004,4125
27.04.2004,4134
28.04.2004,4065
29.04.2004,4008
30.04.2004,3985
03.05.2004,4007
04.05.2004,3990
05.05.2004,4022
06.05.2004,3909
07.05.2004,3895
10.05.2004,3784
11.05.2004,3849
12.05.2004,3776
13.05.2004,3824
14.05.2004,3803
17.05.2004,3754
18.05.2004,3789
19.05.2004,3872
20.05.2004,3839
21.05.2004,3831
24.05.2004,3867
25.05.2004,3828
26.05.2004,3867
27.05.2004,3913
28.05.2004,3902
31.05.2004,3921
01.06.2004,3864
02.06.2004,3888
03.06.2004,3917
04.06.2004,3961
07.06.2004,4017
08.06.2004,4018
09.06.2004,3997
10.06.2004,4021
11.06.2004,4014
14.06.2004,3948
15.06.2004,3987
16.06.2004,4003
17.06.2004,3985
18.06.2004,3999
21.06.2004,3989
22.06.2004,3928
23.06.2004,3945
24.06.2004,4007
25.06.2004,4013
28.06.2004,4069
29.06.2004,4069
30.06.2004,4052
01.07.2004,4035
02.07.2004,3998
05.07.2004,3995
06.07.2004,3944
07.07.2004,3930
08.07.2004,3934
09.07.2004,3924
12.07.2004,3893
13.07.2004,3903
14.07.2004,3898
15.07.2004,3847
16.07.2004,3845
19.07.2004,3812
20.07.2004,3837
21.07.2004,3877
22.07.2004,3801
23.07.2004,3797
26.07.2004,3752
27.07.2004,3814
28.07.2004,3807
29.07.2004,3889
30.07.2004,3895
02.08.2004,3862
03.08.2004,3877
04.08.2004,3823
05.08.2004,3829
06.08.2004,3727
09.08.2004,3690
10.08.2004,3720
11.08.2004,3678
12.08.2004,3658
13.08.2004,3646
16.08.2004,3699
17.08.2004,3705
18.08.2004,3726
19.08.2004,3722
20.08.2004,3712
23.08.2004,3772
24.08.2004,3771
25.08.2004,3788
26.08.2004,3832
27.08.2004,3851
30.08.2004,3838
31.08.2004,3785
01.09.2004,3817
02.09.2004,3833
03.09.2004,3866
06.09.2004,3887
07.09.2004,3889
08.09.2004,3884
09.09.2004,3851
10.09.2004,3886
13.09.2004,3953
